scorer,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000,DLC_resnet50_drew_Sut3_191117_redoApr9shuffle1_300000
bodyparts,pupil1,pupil1,pupil1,pupil2,pupil2,pupil2,pupil3,pupil3,pupil3,pupil4,pupil4,pupil4,eyelid,eyelid,eyelid
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
1131,342.4547119140625,150.12820434570312,1.0,353.4951171875,174.38641357421875,1.0,355.9703063964844,157.30508422851562,1.0,340.04461669921875,166.4418182373047,1.0,304.63970947265625,131.65420532226562,1.0
1132,342.39581298828125,149.95571899414062,1.0,353.3791198730469,174.72251892089844,1.0,356.2479248046875,157.3995361328125,1.0,339.82867431640625,166.5307159423828,1.0,304.7360534667969,132.14097595214844,1.0
1133,342.44927978515625,149.8760528564453,1.0,353.503173828125,174.7422637939453,1.0,355.974365234375,157.23841857910156,1.0,340.0859069824219,166.75930786132812,1.0,305.04693603515625,132.0653533935547,1.0
1134,342.5997314453125,150.50949096679688,1.0,353.6005859375,174.8688507080078,1.0,356.1429138183594,157.78738403320312,1.0,340.33074951171875,166.84727478027344,1.0,304.49365234375,132.01698303222656,1.0
1135,341.917724609375,150.10940551757812,1.0,353.1687316894531,174.40037536621094,1.0,355.69195556640625,157.52272033691406,1.0,339.2051086425781,166.54074096679688,1.0,304.6385192871094,132.11514282226562,1.0
1136,342.6647644042969,150.64828491210938,1.0,353.1478271484375,174.64817810058594,1.0,355.95794677734375,157.6971435546875,1.0,339.7515563964844,166.8424835205078,1.0,304.3537902832031,132.5426788330078,1.0
1137,342.35955810546875,150.52764892578125,1.0,353.1353454589844,174.86912536621094,1.0,355.8079528808594,157.60708618164062,1.0,339.8470458984375,166.83802795410156,1.0,304.01226806640625,132.5358123779297,1.0
1138,342.67626953125,150.66725158691406,1.0,353.11248779296875,174.64817810058594,1.0,355.95831298828125,157.65782165527344,1.0,339.7631530761719,166.88319396972656,1.0,305.3709411621094,131.1591339111328,1.0
1139,342.56121826171875,150.85653686523438,1.0,352.95355224609375,174.59075927734375,1.0,355.8209533691406,157.55723571777344,1.0,339.4642333984375,166.65707397460938,1.0,304.7451477050781,132.58766174316406,1.0
1140,342.33453369140625,150.48638916015625,1.0,353.6435241699219,174.66738891601562,1.0,355.72711181640625,157.5883331298828,1.0,339.5650329589844,166.52992248535156,1.0,305.3170471191406,131.76443481445312,1.0
1141,342.27325439453125,150.05172729492188,1.0,353.3924560546875,174.27537536621094,1.0,356.0329895019531,157.2184295654297,1.0,339.7962646484375,166.47056579589844,1.0,303.8990173339844,131.90863037109375,1.0
1142,342.50439453125,150.85055541992188,1.0,353.2328186035156,174.72653198242188,1.0,356.38641357421875,157.8090057373047,1.0,339.51751708984375,166.94168090820312,1.0,304.56671142578125,132.5901336669922,1.0
1143,342.8157043457031,150.90109252929688,1.0,353.25140380859375,174.78402709960938,1.0,355.7464904785156,157.83468627929688,1.0,339.9187927246094,166.8494873046875,1.0,305.0778503417969,131.42303466796875,1.0
1144,341.74273681640625,150.91490173339844,1.0,353.1211853027344,175.07310485839844,1.0,355.7373046875,158.09811401367188,1.0,339.7548828125,167.3268585205078,1.0,304.15216064453125,131.87490844726562,1.0
1145,342.17529296875,151.4060516357422,1.0,352.60333251953125,174.81134033203125,1.0,355.40032958984375,157.99790954589844,1.0,339.3233947753906,167.14581298828125,1.0,304.9889831542969,133.25637817382812,1.0
1146,344.07269287109375,151.141357421875,1.0,353.60345458984375,174.76719665527344,1.0,356.2020263671875,157.9281005859375,1.0,341.1379089355469,166.8968963623047,1.0,306.6436767578125,132.38583374023438,1.0
1147,341.4844055175781,152.272216796875,1.0,351.7065734863281,175.8268280029297,1.0,355.3211669921875,159.28358459472656,1.0,338.88525390625,168.20278930664062,1.0,302.8473205566406,136.1195068359375,1.0
1148,344.63983154296875,150.6625518798828,1.0,353.8816223144531,173.29905700683594,1.0,357.928466796875,157.53732299804688,1.0,341.84649658203125,166.3792266845703,1.0,305.5228271484375,132.77090454101562,1.0
1149,344.6734313964844,150.8168182373047,1.0,354.4096984863281,174.24180603027344,1.0,357.5459289550781,157.0829315185547,1.0,342.0679931640625,166.08934020996094,1.0,304.9679870605469,132.03785705566406,1.0
1150,343.114013671875,149.711669921875,1.0,354.2199401855469,174.6747589111328,1.0,356.7558898925781,157.09291076660156,1.0,340.8695983886719,166.95127868652344,1.0,305.4714660644531,132.0753936767578,1.0
1151,342.0092468261719,149.39068603515625,1.0,354.0428161621094,174.78919982910156,1.0,356.1963195800781,157.2504119873047,1.0,339.8424377441406,167.0973358154297,1.0,304.50457763671875,132.11729431152344,1.0
1152,342.0054626464844,149.00782775878906,1.0,354.0694885253906,174.6195831298828,1.0,356.5682373046875,156.5955047607422,1.0,339.9473571777344,166.8145751953125,1.0,305.1382751464844,131.6290283203125,1.0
1153,342.0638732910156,149.25143432617188,1.0,353.58477783203125,174.353759765625,1.0,356.2991638183594,156.5938720703125,1.0,339.8876647949219,166.63453674316406,1.0,304.5119323730469,131.27523803710938,1.0
1154,341.3680419921875,149.59365844726562,1.0,353.6314697265625,174.19407653808594,1.0,356.0569152832031,156.69509887695312,1.0,339.2604064941406,167.07244873046875,1.0,305.1256103515625,131.27003479003906,1.0
1155,342.15771484375,149.4783935546875,1.0,353.35198974609375,174.12171936035156,1.0,356.15826416015625,156.5483856201172,1.0,339.6554870605469,166.68902587890625,1.0,304.1676940917969,131.03805541992188,1.0
1156,341.7577819824219,149.14859008789062,1.0,353.5381774902344,175.05145263671875,1.0,356.3351135253906,156.88401794433594,1.0,338.89544677734375,167.04750061035156,1.0,304.46044921875,132.2589111328125,1.0
1157,341.8074951171875,149.23593139648438,1.0,353.8804626464844,174.63600158691406,1.0,356.5309753417969,156.47854614257812,1.0,339.6310119628906,166.9228973388672,1.0,304.6024169921875,131.85833740234375,1.0
1158,342.3743591308594,150.0742645263672,1.0,353.2189636230469,174.32974243164062,1.0,356.0597229003906,156.8634033203125,1.0,339.5535583496094,166.48643493652344,1.0,305.3399963378906,131.03558349609375,1.0
1159,341.673583984375,149.56182861328125,1.0,353.6806335449219,174.5640869140625,1.0,356.216552734375,156.48342895507812,1.0,339.1051940917969,166.9987335205078,1.0,303.80029296875,132.4742431640625,1.0
1160,342.0480041503906,149.9283447265625,1.0,353.04144287109375,174.43186950683594,1.0,355.8851623535156,156.96292114257812,1.0,339.4249572753906,166.8085174560547,1.0,304.5396728515625,131.98619079589844,1.0
1161,341.7445068359375,150.01963806152344,1.0,353.3325500488281,174.54827880859375,1.0,355.9826354980469,157.05918884277344,1.0,339.22613525390625,167.02716064453125,1.0,305.13311767578125,132.255126953125,1.0
1162,341.6598815917969,150.1292724609375,1.0,353.2901916503906,174.4903564453125,1.0,355.5401306152344,156.95120239257812,1.0,339.4620361328125,167.0770721435547,1.0,304.4977722167969,132.033935546875,1.0
1163,341.7315979003906,149.94171142578125,1.0,353.2581787109375,174.6035919189453,1.0,355.539794921875,157.10604858398438,1.0,339.1763610839844,166.66175842285156,1.0,304.5916748046875,131.8441619873047,1.0
1164,341.4215393066406,149.85533142089844,1.0,353.1543273925781,174.3267822265625,1.0,355.67010498046875,156.54681396484375,1.0,339.23602294921875,167.0118408203125,1.0,304.8014221191406,131.18211364746094,1.0
1165,341.37261962890625,150.1315460205078,1.0,353.0484924316406,174.7403106689453,1.0,355.6488342285156,157.3459014892578,1.0,338.68609619140625,166.89390563964844,1.0,304.1551818847656,131.96080017089844,1.0
1166,341.5577697753906,150.41830444335938,1.0,352.87884521484375,174.8260040283203,1.0,355.251708984375,157.21705627441406,1.0,338.7186584472656,167.1524658203125,1.0,305.1301574707031,132.07371520996094,1.0
1167,341.4184265136719,150.40936279296875,1.0,353.3513488769531,175.16981506347656,1.0,355.7785339355469,157.42022705078125,1.0,338.94635009765625,167.08555603027344,1.0,304.2732849121094,132.6097869873047,1.0
1168,341.3326110839844,150.57131958007812,1.0,352.87567138671875,175.17279052734375,1.0,355.1238098144531,157.45558166503906,1.0,338.9814147949219,167.16246032714844,1.0,304.0718078613281,132.93505859375,1.0
1169,341.681884765625,149.8603515625,1.0,353.29620361328125,174.78958129882812,1.0,355.79913330078125,157.000244140625,1.0,339.18890380859375,167.0171661376953,1.0,303.9134826660156,133.7108917236328,1.0
1170,341.1158752441406,149.72747802734375,1.0,353.2337341308594,174.98158264160156,1.0,355.77691650390625,157.14794921875,1.0,338.82513427734375,167.58920288085938,1.0,304.21484375,132.73275756835938,1.0
1171,341.0118408203125,149.57901000976562,1.0,352.8883056640625,175.4458770751953,1.0,355.7776184082031,157.29222106933594,1.0,338.40655517578125,167.30859375,1.0,302.7731018066406,132.3491668701172,1.0
1172,341.2444763183594,149.5631103515625,1.0,353.0022277832031,174.86077880859375,1.0,355.80999755859375,156.80886840820312,1.0,338.9026184082031,167.01968383789062,1.0,303.44610595703125,132.45668029785156,1.0
1173,341.62371826171875,150.01112365722656,1.0,352.7397766113281,174.4318389892578,1.0,355.2623291015625,157.0059051513672,1.0,338.9751281738281,166.54664611816406,1.0,304.0154113769531,132.22264099121094,1.0
1174,342.01068115234375,150.3064422607422,1.0,352.9555358886719,174.67117309570312,1.0,355.2299499511719,157.07855224609375,1.0,338.6800231933594,166.94305419921875,1.0,304.3121032714844,132.34805297851562,1.0
1175,341.8804016113281,149.696533203125,1.0,353.2930603027344,174.38534545898438,1.0,355.7806701660156,157.08172607421875,1.0,339.4054870605469,166.39231872558594,1.0,303.9310302734375,132.7012481689453,1.0
1176,341.9149169921875,149.8439178466797,1.0,353.1348571777344,174.83990478515625,1.0,355.38836669921875,157.01925659179688,1.0,339.4308776855469,166.79074096679688,1.0,304.3282470703125,131.95799255371094,1.0
1177,342.1314392089844,149.98492431640625,1.0,353.1720275878906,174.53912353515625,1.0,355.766845703125,157.02560424804688,1.0,339.4097900390625,166.81138610839844,1.0,304.6155700683594,133.09637451171875,1.0
1178,342.1129150390625,150.13983154296875,1.0,353.4262390136719,174.6903533935547,1.0,355.578857421875,156.93112182617188,1.0,339.7274169921875,166.54539489746094,1.0,303.9521789550781,131.85906982421875,1.0
1179,342.2724609375,150.01100158691406,1.0,353.1878662109375,174.56243896484375,1.0,355.7269592285156,156.6797332763672,1.0,339.6205749511719,166.50411987304688,1.0,304.8023986816406,131.44407653808594,1.0
1180,341.5798034667969,149.8657989501953,1.0,353.1986389160156,175.01597595214844,1.0,355.6055908203125,156.92733764648438,1.0,339.38818359375,166.98043823242188,1.0,304.8789978027344,131.25729370117188,1.0
1181,341.5101318359375,149.8271484375,1.0,353.05511474609375,174.7169647216797,1.0,355.8882141113281,156.3829803466797,1.0,338.58026123046875,166.9164581298828,1.0,304.05023193359375,131.7775115966797,1.0
1182,341.17962646484375,149.60305786132812,1.0,353.4274597167969,175.1896209716797,1.0,356.24517822265625,156.29391479492188,1.0,338.6844177246094,167.2705535888672,1.0,303.1741943359375,133.2954864501953,1.0
1183,341.52679443359375,149.38241577148438,1.0,353.3219909667969,175.00607299804688,1.0,355.96917724609375,156.4066619873047,1.0,338.8984375,167.00885009765625,1.0,304.85467529296875,132.3343048095703,1.0
1184,340.8121337890625,148.99130249023438,1.0,353.1966552734375,174.7949676513672,1.0,356.2485656738281,156.73464965820312,1.0,338.6822509765625,167.1728515625,1.0,304.70013427734375,131.26461791992188,1.0
1185,342.165283203125,149.08538818359375,1.0,354.3013610839844,174.64926147460938,1.0,357.07391357421875,156.576171875,1.0,339.6375732421875,166.8379669189453,1.0,304.8503112792969,132.23452758789062,1.0
1186,342.11529541015625,149.7227020263672,1.0,353.2330322265625,175.830322265625,1.0,356.7191467285156,157.560546875,1.0,339.0636291503906,167.99037170410156,1.0,304.6584777832031,133.7976837158203,1.0
1187,342.98736572265625,148.9459686279297,1.0,354.9785461425781,175.25271606445312,1.0,358.187744140625,156.8516082763672,1.0,340.86639404296875,166.9530029296875,1.0,306.0199279785156,132.69467163085938,1.0
1188,341.87481689453125,149.96424865722656,1.0,353.2652282714844,175.84666442871094,1.0,356.6721496582031,157.72071838378906,1.0,339.2721252441406,168.31710815429688,1.0,303.18780517578125,135.88560485839844,1.0
1189,343.3842468261719,149.92333984375,1.0,354.6700439453125,175.33567810058594,1.0,357.7937927246094,156.94049072265625,1.0,340.803466796875,167.1051025390625,1.0,305.1373596191406,132.9236297607422,1.0
1190,342.7232666015625,148.85531616210938,1.0,354.8600769042969,175.18182373046875,1.0,358.33154296875,156.8041534423828,1.0,340.5604553222656,167.19918823242188,1.0,304.5891418457031,133.640869140625,1.0
1191,343.4151306152344,148.46913146972656,1.0,354.8720397949219,174.20115661621094,1.0,358.56646728515625,156.27366638183594,1.0,341.0977783203125,167.1176300048828,1.0,304.84808349609375,132.12969970703125,1.0
1192,342.968017578125,148.205322265625,1.0,355.16424560546875,173.93360900878906,1.0,359.1574401855469,155.9557342529297,1.0,341.2406005859375,167.10433959960938,1.0,304.38568115234375,133.17916870117188,1.0
1193,343.0364990234375,148.5988006591797,1.0,354.8621520996094,174.9330596923828,1.0,358.56793212890625,156.32237243652344,1.0,340.7782287597656,166.83998107910156,1.0,304.3248596191406,132.09683227539062,1.0
1194,342.9878845214844,148.54470825195312,1.0,354.8672790527344,175.20123291015625,1.0,358.48297119140625,156.38510131835938,1.0,340.3153076171875,166.9580535888672,1.0,304.1156311035156,133.29132080078125,1.0
1195,344.3132019042969,148.64840698242188,1.0,355.6662902832031,174.7974090576172,1.0,359.6633605957031,155.81561279296875,1.0,342.0648193359375,166.84156799316406,1.0,306.549072265625,131.36399841308594,1.0
1196,346.2042236328125,147.8490447998047,1.0,357.3142395019531,174.75540161132812,1.0,361.06060791015625,155.57406616210938,1.0,343.1396484375,166.1752471923828,1.0,306.9525146484375,132.5233154296875,1.0
1197,343.7408752441406,147.83326721191406,1.0,355.706787109375,175.46470642089844,1.0,359.4168701171875,156.23338317871094,1.0,340.885986328125,167.30892944335938,1.0,305.0991516113281,133.00680541992188,1.0
1198,343.7355041503906,148.366455078125,1.0,355.5135498046875,174.92706298828125,1.0,359.1607360839844,156.31129455566406,1.0,341.3117980957031,166.97225952148438,1.0,304.2856750488281,133.4877166748047,1.0
1199,343.02227783203125,148.6434326171875,1.0,355.4306335449219,175.24307250976562,1.0,359.0595703125,156.68215942382812,1.0,340.9551696777344,167.4317626953125,1.0,304.4792175292969,133.53651428222656,1.0
1200,342.9492492675781,148.9856719970703,1.0,354.78363037109375,175.03123474121094,1.0,357.72991943359375,156.5087890625,1.0,340.4662170410156,167.1547393798828,1.0,304.5185241699219,132.52500915527344,1.0
1201,341.9093933105469,149.32528686523438,1.0,353.9621276855469,175.22311401367188,1.0,356.82421875,156.6217803955078,1.0,339.760498046875,167.69418334960938,1.0,304.8336486816406,131.8147735595703,1.0
1202,341.4395751953125,149.61256408691406,1.0,353.8125305175781,174.87539672851562,1.0,356.49249267578125,156.68301391601562,1.0,339.4294128417969,167.4430694580078,1.0,304.2354736328125,132.7230682373047,1.0
1203,341.6758117675781,149.0091094970703,1.0,353.8660888671875,174.88992309570312,1.0,356.73785400390625,156.39483642578125,1.0,339.32171630859375,167.12393188476562,1.0,304.7937927246094,131.45578002929688,1.0
1204,341.7015380859375,148.9422149658203,1.0,354.2217102050781,174.9050750732422,1.0,357.0648498535156,156.9351806640625,1.0,339.259765625,167.3221893310547,1.0,304.8498840332031,131.910888671875,1.0
1205,342.3006286621094,149.38731384277344,1.0,353.8873596191406,174.9271240234375,1.0,356.4481201171875,156.75369262695312,1.0,339.1493835449219,166.9437713623047,1.0,304.29168701171875,132.66921997070312,1.0
1206,341.5074768066406,149.2061004638672,1.0,353.7441101074219,174.66033935546875,1.0,356.3522033691406,156.3658905029297,1.0,339.03717041015625,167.1651611328125,1.0,304.9053955078125,131.54617309570312,1.0
1207,341.6593322753906,149.0404815673828,1.0,353.87188720703125,174.71728515625,1.0,356.50506591796875,156.43582153320312,1.0,338.9670104980469,167.0451202392578,1.0,304.2707214355469,132.28286743164062,1.0
1208,342.06103515625,149.12721252441406,1.0,353.81243896484375,174.9395751953125,1.0,356.88299560546875,156.86932373046875,1.0,339.6170654296875,167.1925506591797,1.0,305.2789611816406,131.56790161132812,1.0
1209,341.7460021972656,149.20794677734375,1.0,353.32391357421875,174.6108856201172,1.0,355.98699951171875,156.77578735351562,1.0,339.3171081542969,167.22320556640625,1.0,305.3998107910156,132.08880615234375,1.0
1210,341.7579650878906,149.63963317871094,1.0,353.5538330078125,174.96197509765625,1.0,356.110595703125,156.89181518554688,1.0,338.9974365234375,167.24305725097656,1.0,304.6792297363281,132.8098602294922,1.0
1211,342.02093505859375,150.07093811035156,1.0,353.7086181640625,174.72909545898438,1.0,356.53076171875,156.8013458251953,1.0,339.4978332519531,166.96861267089844,1.0,304.89727783203125,132.4187774658203,1.0
1212,342.71270751953125,149.79457092285156,1.0,353.61749267578125,175.06427001953125,1.0,356.4237365722656,157.1958770751953,1.0,339.70538330078125,167.0662841796875,1.0,303.90093994140625,132.5235137939453,1.0
1213,342.0625,149.90087890625,1.0,353.6737976074219,174.98233032226562,1.0,356.0283508300781,157.20025634765625,1.0,339.3658447265625,166.9014892578125,1.0,304.26910400390625,131.95184326171875,1.0
1214,342.25927734375,150.53054809570312,1.0,353.20849609375,174.60499572753906,1.0,355.84710693359375,157.33816528320312,1.0,339.5259704589844,166.65573120117188,1.0,305.2208251953125,131.91587829589844,1.0
1215,342.3004150390625,149.55946350097656,1.0,353.356201171875,174.32704162597656,1.0,355.9486083984375,156.8385467529297,1.0,339.6619873046875,166.66221618652344,1.0,304.3308410644531,132.7107696533203,1.0
1216,342.10662841796875,150.71737670898438,1.0,353.1206359863281,174.5090789794922,1.0,355.2044982910156,157.36080932617188,1.0,339.38433837890625,166.2897491455078,1.0,305.19854736328125,130.64918518066406,1.0
1217,341.5964660644531,150.00418090820312,1.0,352.9398498535156,174.7758331298828,1.0,355.6396789550781,157.30526733398438,1.0,339.36163330078125,166.43861389160156,1.0,304.53521728515625,132.26904296875,1.0
1218,341.55413818359375,150.0304718017578,1.0,352.7669677734375,174.96786499023438,1.0,355.51849365234375,157.34339904785156,1.0,338.62530517578125,166.7563018798828,1.0,304.57257080078125,132.2552947998047,1.0
1219,341.4107666015625,150.38079833984375,1.0,352.75750732421875,174.59730529785156,1.0,355.440673828125,157.17030334472656,1.0,339.0111389160156,166.7253875732422,1.0,305.301025390625,131.65928649902344,1.0
1220,342.09991455078125,150.58892822265625,1.0,353.0409851074219,174.87652587890625,1.0,355.683349609375,157.26425170898438,1.0,339.3160705566406,166.8281707763672,1.0,305.71685791015625,131.81700134277344,1.0
1221,341.7129821777344,150.31106567382812,1.0,352.8412780761719,174.5009002685547,1.0,355.5022888183594,157.0430908203125,1.0,339.1112060546875,166.92813110351562,1.0,305.0502014160156,131.89398193359375,1.0
1222,341.7233581542969,150.27316284179688,1.0,352.9071044921875,174.8015899658203,1.0,355.6353454589844,157.28758239746094,1.0,338.9532470703125,166.96173095703125,1.0,305.3424377441406,132.7018585205078,1.0
1223,341.7159729003906,150.74571228027344,1.0,352.5404052734375,174.96568298339844,1.0,355.459716796875,157.6445770263672,1.0,339.00787353515625,166.82383728027344,1.0,305.3135070800781,131.21478271484375,1.0
1224,341.8376159667969,150.12930297851562,1.0,352.9781188964844,175.19627380371094,1.0,356.548095703125,158.1768798828125,1.0,339.0710754394531,166.94766235351562,1.0,304.95025634765625,132.11517333984375,1.0
1225,341.9759216308594,150.68759155273438,1.0,352.93603515625,174.87838745117188,1.0,356.3641662597656,158.18836975097656,1.0,339.1404113769531,166.8981475830078,1.0,304.8078918457031,132.61572265625,1.0
1226,342.0191650390625,150.6158905029297,1.0,352.7304382324219,174.79258728027344,1.0,356.41387939453125,158.08042907714844,1.0,339.0518493652344,166.90985107421875,1.0,305.2102966308594,131.8469696044922,1.0
1227,341.5615234375,150.30734252929688,1.0,352.6864318847656,174.92999267578125,1.0,355.5552673339844,157.15591430664062,1.0,338.9783935546875,167.0096435546875,1.0,304.33282470703125,132.88047790527344,1.0
1228,341.7623291015625,150.2626953125,1.0,352.7321472167969,174.9718475341797,1.0,355.8255920410156,157.6188507080078,1.0,339.02899169921875,166.6604461669922,1.0,305.08807373046875,132.27862548828125,1.0
1229,341.6487731933594,150.7645263671875,1.0,352.57086181640625,174.75421142578125,1.0,355.981689453125,158.02430725097656,1.0,338.9544372558594,167.05442810058594,1.0,304.3642272949219,132.13124084472656,1.0
1230,341.3478088378906,151.07131958007812,1.0,352.6510009765625,175.1943817138672,1.0,356.27850341796875,158.42762756347656,1.0,338.78350830078125,167.394287109375,1.0,304.6036376953125,132.14743041992188,1.0
1231,342.04388427734375,150.6419219970703,1.0,352.72674560546875,175.11911010742188,1.0,355.5172119140625,157.56483459472656,1.0,339.0318298339844,166.88185119628906,1.0,305.00384521484375,132.62661743164062,1.0
1232,341.3030700683594,150.30770874023438,1.0,352.4607238769531,174.47193908691406,1.0,355.08758544921875,157.2279815673828,1.0,338.75372314453125,166.7748565673828,1.0,304.75537109375,132.1274871826172,1.0
1233,341.3775939941406,150.61270141601562,1.0,352.3972473144531,175.05438232421875,1.0,355.2234191894531,157.5538330078125,1.0,338.80072021484375,166.93450927734375,1.0,304.9712219238281,131.42617797851562,1.0
1234,341.6846923828125,150.38877868652344,1.0,353.0735778808594,174.9717254638672,1.0,355.5973815917969,157.14163208007812,1.0,338.9643859863281,166.89935302734375,1.0,304.1456298828125,133.31275939941406,1.0
1235,341.5111389160156,149.73580932617188,1.0,353.0637512207031,174.70594787597656,1.0,355.7391357421875,156.6914520263672,1.0,338.85162353515625,167.19923400878906,1.0,304.1275329589844,132.063232421875,1.0
1236,341.33343505859375,150.51564025878906,1.0,352.8085021972656,174.81468200683594,1.0,355.4398498535156,157.3660888671875,1.0,338.7439270019531,167.0395965576172,1.0,304.4510192871094,132.3992919921875,1.0
1237,341.2266540527344,149.32989501953125,1.0,352.8907470703125,175.15016174316406,1.0,355.85748291015625,156.9893341064453,1.0,338.6598205566406,167.04193115234375,1.0,304.1147766113281,133.003173828125,1.0
1238,340.9366760253906,150.08055114746094,1.0,352.8968505859375,175.17030334472656,1.0,355.31732177734375,156.98739624023438,1.0,338.9296875,167.4649200439453,1.0,303.7989807128906,132.28872680664062,1.0
1239,340.961181640625,149.42588806152344,1.0,352.9385070800781,174.6005859375,1.0,355.3725891113281,156.44906616210938,1.0,338.4063415527344,166.95758056640625,1.0,304.61822509765625,131.5444793701172,1.0
1240,341.1073913574219,149.86659240722656,1.0,352.9270935058594,174.99761962890625,1.0,355.408203125,156.92153930664062,1.0,338.6024169921875,167.0298614501953,1.0,304.5895080566406,131.5992431640625,1.0
1241,341.4717102050781,150.447509765625,1.0,352.6155700683594,175.2648162841797,1.0,355.58807373046875,157.39581298828125,1.0,338.1463317871094,167.3778839111328,1.0,303.8230895996094,133.29002380371094,1.0
1242,341.28839111328125,149.99710083007812,1.0,352.4130554199219,174.7466278076172,1.0,355.1495361328125,157.0327606201172,1.0,338.5477600097656,166.69522094726562,1.0,304.8276672363281,131.76547241210938,1.0
1243,341.2345275878906,149.984375,1.0,352.6897277832031,175.05528259277344,1.0,355.19476318359375,157.23806762695312,1.0,338.7176818847656,167.13729858398438,1.0,303.50311279296875,132.16802978515625,1.0
1244,341.1425476074219,150.09542846679688,1.0,352.6734313964844,174.79989624023438,1.0,355.14691162109375,157.16754150390625,1.0,338.613525390625,166.83978271484375,1.0,303.5741271972656,132.8236541748047,1.0
1245,341.3065490722656,150.44166564941406,1.0,352.2783508300781,174.87384033203125,1.0,354.99517822265625,157.2283935546875,1.0,338.46075439453125,166.9594268798828,1.0,304.0342102050781,131.72096252441406,1.0
1246,341.8591003417969,150.8309783935547,1.0,352.7103271484375,174.7662811279297,1.0,355.10369873046875,157.40611267089844,1.0,338.986572265625,166.7781982421875,1.0,304.5030822753906,131.98251342773438,1.0
1247,341.1263122558594,150.14096069335938,1.0,352.57611083984375,175.0204315185547,1.0,355.2720947265625,157.05178833007812,1.0,338.5810241699219,166.98866271972656,1.0,304.2764587402344,132.2134246826172,1.0
1248,341.03466796875,149.50637817382812,1.0,352.6432800292969,174.79766845703125,1.0,355.4335632324219,156.79354858398438,1.0,338.2783203125,166.8307342529297,1.0,304.87506103515625,131.9410858154297,1.0
1249,340.8785705566406,149.39830017089844,1.0,352.59393310546875,174.6829071044922,1.0,355.1542663574219,156.4847412109375,1.0,338.5524597167969,167.1803741455078,1.0,303.92694091796875,132.67214965820312,1.0
1250,340.71221923828125,149.4031982421875,1.0,352.7408752441406,174.93948364257812,1.0,355.1229248046875,156.36209106445312,1.0,337.9968566894531,167.146728515625,1.0,303.45343017578125,132.68057250976562,1.0
1251,341.034423828125,149.59605407714844,1.0,352.92034912109375,174.91880798339844,1.0,355.5877685546875,156.9996795654297,1.0,338.4708251953125,167.13241577148438,1.0,303.62823486328125,133.05288696289062,1.0
1252,340.6326599121094,149.70761108398438,1.0,352.83660888671875,174.8174285888672,1.0,355.46807861328125,156.94381713867188,1.0,338.2181701660156,166.8751983642578,1.0,304.3058166503906,132.0546112060547,1.0
1253,341.2052917480469,149.37872314453125,1.0,352.8550109863281,174.9416046142578,1.0,355.263916015625,156.90679931640625,1.0,338.517578125,167.03318786621094,1.0,303.39630126953125,133.10560607910156,1.0
1254,340.6561279296875,149.70118713378906,1.0,352.4698791503906,175.205078125,1.0,355.01611328125,156.5865020751953,1.0,338.1308288574219,167.1230926513672,1.0,304.5740966796875,132.2661895751953,1.0
1255,341.0995178222656,149.86383056640625,1.0,352.4000549316406,174.56747436523438,1.0,355.2752990722656,156.9326629638672,1.0,338.69744873046875,167.01553344726562,1.0,304.8574523925781,131.76284790039062,1.0
1256,341.80291748046875,149.49472045898438,1.0,352.8705749511719,174.87745666503906,1.0,355.63043212890625,157.30215454101562,1.0,338.8752136230469,166.62167358398438,1.0,304.9778747558594,132.89654541015625,1.0
1257,341.9930419921875,150.0326385498047,1.0,353.3155517578125,174.61572265625,1.0,355.6177673339844,157.4447021484375,1.0,339.2441101074219,166.91737365722656,1.0,305.5705871582031,132.1912078857422,1.0
1258,342.3779602050781,152.2960205078125,1.0,352.85986328125,175.94007873535156,1.0,356.1821594238281,158.81503295898438,1.0,339.1676940917969,167.8693084716797,1.0,304.8352966308594,135.62832641601562,1.0
1259,344.7021179199219,150.6918487548828,1.0,354.62054443359375,174.71121215820312,1.0,357.565185546875,157.51881408691406,1.0,341.74810791015625,166.63894653320312,1.0,305.1720275878906,134.6290740966797,1.0
1260,345.8387756347656,150.83177185058594,1.0,355.57989501953125,174.3769989013672,1.0,359.3951416015625,157.2776336669922,1.0,343.152099609375,166.8740234375,1.0,306.64453125,133.5621795654297,1.0
